G,NO,店舗,店舗名,部門,品種,品目,セグメント,分類名,ＪＡＮ,品名,客数,点数,原価,売上,粗利,粗利率%,ﾒｰｶｺｰﾄﾞ,メーカ名
0,3312,0,,7,4,1,8,ヘアケア／ヘアカラー／白髪女性用／粉タイプ,4987205010224,ビゲンＢ,1,1,304,428,124,28.97,320,ホーユー
0,3313,0,,7,4,1,9,ヘアケア／ヘアカラー／白髪女性用／ヘアマニキュア,4901301202994,ブローネマニキュアブラウン付替え,1,1,510,648,138,21.3,400,花王
0,3314,0,,7,4,1,9,ヘアケア／ヘアカラー／白髪女性用／ヘアマニキュア,4901301203014,ブローネマニキュアダークブラウン付替え,1,1,510,648,138,21.3,400,花王
0,3315,0,,7,4,1,9,ヘアケア／ヘアカラー／白髪女性用／ヘアマニキュア,4901301203021,ブローネマニキュアナチュラルブラッククシ付,1,1,558,698,140,20.06,400,花王
0,3316,0,,7,4,1,9,ヘアケア／ヘアカラー／白髪女性用／ヘアマニキュア,4901301203038,ブローネマニキュアナチュラルブラック付替え,2,3,1530,1944,414,21.3,400,花王
0,3317,0,,7,4,1,9,ヘアケア／ヘアカラー／白髪女性用／ヘアマニキュア,4901301203113,ブローネマニキュアアッシュブラウン付替え,1,1,510,648,138,21.3,400,花王
0,3318,0,,7,4,1,10,ヘアケア／ヘアカラー／白髪女性用／一時着色料,4582142694027,利尻ヘアカラートリートメント　ダークブラウン,1,1,1800,3000,1200,40,9999,その他
0,3319,0,,7,4,1,10,ヘアケア／ヘアカラー／白髪女性用／一時着色料,4901301350398,リライズ白髪用髪色サーバー　リ・ブラック　ふんわり,1,1,1890,2700,810,30,400,花王
0,3320,0,,7,4,1,10,ヘアケア／ヘアカラー／白髪女性用／一時着色料,4901872063468,ＰＲカラーコンディショナーＮダークブラウン,1,1,896,1280,384,30,710,資生堂ジャパン
0,3321,0,,7,4,1,10,ヘアケア／ヘアカラー／白髪女性用／一時着色料,4904651179930,サロンドＰ　ＣオンリタッチＥＸ　ＮＢ,2,2,950,1396,446,31.95,280,ダリヤ
0,3322,0,,7,4,1,10,ヘアケア／ヘアカラー／白髪女性用／一時着色料,4904651179947,サロンドＰ　ＣオンリタッチＥＸ　ＤＢ,1,1,475,698,223,31.95,280,ダリヤ
0,3323,0,,7,4,1,10,ヘアケア／ヘアカラー／白髪女性用／一時着色料,4904651183753,サロンドカラートリートメントＮブラウン１８０ｇ,2,2,954,1396,442,31.66,280,ダリヤ
0,3324,0,,7,4,1,10,ヘアケア／ヘアカラー／白髪女性用／一時着色料,4904651183760,サロンドカラートリートメントＤブラウン１８０ｇ,1,1,477,698,221,31.66,280,ダリヤ
0,3325,0,,7,4,1,10,ヘアケア／ヘアカラー／白髪女性用／一時着色料,4904651183777,サロンドカラートリートメントＡブラウン１８０ｇ,2,2,954,1396,442,31.66,280,ダリヤ
0,3326,0,,7,4,1,10,ヘアケア／ヘアカラー／白髪女性用／一時着色料,4987205030918,ビゲンカラートリートメントダークブラウン,1,1,558,798,240,30.08,320,ホーユー
0,3327,0,,7,4,1,10,ヘアケア／ヘアカラー／白髪女性用／一時着色料,4987205286315,シエロ　コーミングカバー　ナチュラルブラウン,1,1,465,678,213,31.42,320,ホーユー
0,3328,0,,7,4,1,10,ヘアケア／ヘアカラー／白髪女性用／一時着色料,4987205286322,シエロ　コーミングカバー　ダークブラウン,1,1,465,678,213,31.42,320,ホーユー
0,3329,0,,7,4,1,10,ヘアケア／ヘアカラー／白髪女性用／一時着色料,4987205302053,ビゲン　カラ－スプレ－　５,1,1,410,668,258,38.62,320,ホーユー
0,3330,0,,7,4,1,10,ヘアケア／ヘアカラー／白髪女性用／一時着色料,4987205302954,ビゲンマスカラアッシュブラウン,1,1,532,798,266,33.33,320,ホーユー
0,3331,0,,7,4,1,10,ヘアケア／ヘアカラー／白髪女性用／一時着色料,4987241145737,５０の恵　頭皮いたわりカラーＴＲ　ブラック,1,1,1080,1500,420,28,1011,ロート製薬
0,3332,0,,7,4,2,1,ヘアケア／ヘアカラー／白髪男性用／クリーム早染,4902806121865,ルシードケアカラーＬブラウン,1,1,536,768,232,30.21,340,マンダム
0,3333,0,,7,4,2,1,ヘアケア／ヘアカラー／白髪男性用／クリーム早染,4902806406641,ルシードワンプッシュケアカラーＮブラック,1,1,536,768,232,30.21,340,マンダム
0,3334,0,,7,4,2,1,ヘアケア／ヘアカラー／白髪男性用／クリーム早染,4902806406719,ルシードワンプッシュケアカラーＤブラウン,3,3,1608,2304,696,30.21,340,マンダム
0,3335,0,,7,4,2,1,ヘアケア／ヘアカラー／白髪男性用／クリーム早染,4904651179084,Ｓプロ　無香料メンズスピーディ７,1,1,427,598,171,28.6,280,ダリヤ
0,3336,0,,7,4,2,1,ヘアケア／ヘアカラー／白髪男性用／クリーム早染,4987205100321,メンズビゲンスピーディⅡ　Ｄ,1,1,455,598,143,23.91,320,ホーユー
0,3337,0,,7,4,2,1,ヘアケア／ヘアカラー／白髪男性用／クリーム早染,4987205100642,メンズビゲンワンプッシュ４ライトＢ,2,2,1146,1396,250,17.91,320,ホーユー
0,3338,0,,7,4,2,1,ヘアケア／ヘアカラー／白髪男性用／クリーム早染,4987205100666,メンズビゲンワンプッシュ６,1,1,573,698,125,17.91,320,ホーユー
0,3339,0,,7,4,2,1,ヘアケア／ヘアカラー／白髪男性用／クリーム早染,4987205100673,メンズビゲンワンプッシュ７,4,4,2292,2792,500,17.91,320,ホーユー
0,3340,0,,7,4,2,1,ヘアケア／ヘアカラー／白髪男性用／クリーム早染,4987205100680,メンズビゲンワンプッシュ６Ａ,1,2,1146,1396,250,17.91,320,ホーユー
0,3341,0,,7,4,2,1,ヘアケア／ヘアカラー／白髪男性用／クリーム早染,4987205100734,メンズビゲンワンプッシュ６Ｓ,3,3,1719,2094,375,17.91,320,ホーユー
0,3342,0,,7,4,2,1,ヘアケア／ヘアカラー／白髪男性用／クリーム早染,4987205100963,メンズビゲンワンタッチＣ６ＤＢＲ,1,1,686,980,294,30,320,ホーユー
0,3343,0,,7,4,2,1,ヘアケア／ヘアカラー／白髪男性用／クリーム早染,4987205100970,メンズビゲンワンタッチＣ７ＮＢＫ,1,1,686,980,294,30,320,ホーユー
0,3344,0,,7,4,2,1,ヘアケア／ヘアカラー／白髪男性用／クリーム早染,4987205110115,メンズビゲングレーヘアＮグレー,1,1,653,948,295,31.12,320,ホーユー
0,3345,0,,7,4,2,3,ヘアケア／ヘアカラー／白髪男性用／フォーム,4904651182435,サロンドプロ泡のヘアカラーＥＸメンズ　６,1,1,585,798,213,26.69,280,ダリヤ
0,3346,0,,7,4,2,3,ヘアケア／ヘアカラー／白髪男性用／フォーム,4904651182459,サロンドプロ泡のヘアカラーＥＸ　メンズ　７,1,1,585,798,213,26.69,280,ダリヤ
0,3347,0,,7,4,2,3,ヘアケア／ヘアカラー／白髪男性用／フォーム,4987205100864,メンズビゲンムースカラー６,2,2,1200,1596,396,24.81,320,ホーユー
0,3348,0,,7,4,2,4,ヘアケア／ヘアカラー／白髪男性用／ヘアマニキュア,4987205110061,メンズビゲンカラーリンス　アッシュブラック,1,1,653,935,282,30.16,320,ホーユー
0,3349,0,,7,4,3,1,ヘアケア／ヘアカラー／黒髪女性用／ブリーチ,4904651183883,パルティナチュラルブリーチ,2,2,738,996,258,25.9,280,ダリヤ
0,3350,0,,7,4,3,1,ヘアケア／ヘアカラー／黒髪女性用／ブリーチ,4987205311901,ビューティーンベースアップブリーチ,1,1,336,448,112,25,320,ホーユー
0,3351,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4901301266194,リーゼプリティア泡カラーミルクティブラウン,3,3,1536,1944,408,20.99,400,花王
0,3352,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4901301266217,リーゼプリティア泡カラーマシュマロブラウン,1,1,512,648,136,20.99,400,花王
0,3353,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4901301266231,リーゼプリティア泡カラーロイヤルブラウン,1,1,512,648,136,20.99,400,花王
0,3354,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4901301266255,リーゼプリティア泡カラーダークショコラ,1,1,512,648,136,20.99,400,花王
0,3355,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4901301336811,リーゼプリティア泡カラー　プリティッシュアッシュ,1,1,512,648,136,20.99,400,花王
0,3356,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4901301350862,リーゼプリティア泡カラー　ニューヨークアッシュ,1,1,512,648,136,20.99,400,花王
0,3357,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4901301363640,リーゼ泡カラーバーガンディブラウン,2,2,1024,1296,272,20.99,400,花王
0,3358,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4901301363695,リーゼ泡カラースモーキーブラウン,1,1,512,648,136,20.99,400,花王
0,3359,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4901301363701,リーゼ泡カラーエアリーブラウン,1,1,512,648,136,20.99,400,花王
0,3360,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4901301363718,リーゼ泡カラーソフトグレージュ,2,2,1024,1296,272,20.99,400,花王
0,3361,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4901301363732,リーゼ泡カラーダークローズ,1,1,512,648,136,20.99,400,花王
0,3362,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4901301375520,リーゼプリティア泡カラー　クールピンク,1,1,512,648,136,20.99,400,花王
0,3363,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4904651184101,パルティ　カラーリングミルク　はかなげブラウン,2,2,970,1296,326,25.15,280,ダリヤ
0,3364,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4904651184118,パルティ　カラーリングミルク　見つめてブラウン,4,4,1940,2592,652,25.15,280,ダリヤ
0,3365,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4904651184149,パルティ　カラーリングミルク　魅惑のアッシュ,2,2,970,1296,326,25.15,280,ダリヤ
0,3366,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4904651184156,パルティ　カラーリングミルク　夢みるブルージュ,2,2,970,1296,326,25.15,280,ダリヤ
0,3367,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4904651184163,パルティ　カラーリングミルク　無敵ピンク,2,2,970,1296,326,25.15,280,ダリヤ
0,3368,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4904651184170,パルティ　カラーリングミルク　やきもちピンク,3,3,1455,1944,489,25.15,280,ダリヤ
0,3369,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4987205310485,ＢＬホイップヘアカラークリーミィカプチーノ,1,1,450,598,148,24.75,320,ホーユー
0,3370,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4987205310515,ＢＬホイップヘアカラービターショコラ,2,2,900,1196,296,24.75,320,ホーユー
0,3371,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4987205310560,ＢＬホイップヘアカラーミスティアッシュ,1,1,450,598,148,24.75,320,ホーユー
0,3372,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4987205310577,ＢＬホイップヘアカラーアッシュショコラ,1,1,450,598,148,24.75,320,ホーユー
0,3373,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4987205310584,ＢＬホイップアンティークショコラ,2,2,900,1196,296,24.75,320,ホーユー
0,3374,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4987205311802,ビューティーンＭカラーグレーアッシュ,3,4,1580,2192,612,27.92,320,ホーユー
0,3375,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4987205311819,ビューティーンＭカラーモノトーングレージュ,1,1,395,548,153,27.92,320,ホーユー
0,3376,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4987205312182,ビューティーンＭカラーメタリックアッシュ,3,4,1580,2192,612,27.92,320,ホーユー
0,3377,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4987205318023,バニティカラーフォギーアッシュ,1,1,436,598,162,27.09,320,ホーユー
0,3378,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4987205318054,バニティカラームーンブルージュ,1,1,436,598,162,27.09,320,ホーユー
0,3379,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4987205318061,バニティカラーテディラベンダー,1,1,436,598,162,27.09,320,ホーユー
0,3380,0,,7,4,3,2,ヘアケア／ヘアカラー／黒髪女性用／ヘアカラー,4987205318108,バニティカラーＭラベンダー,1,2,872,1196,324,27.09,320,ホーユー
0,3381,0,,7,4,3,5,ヘアケア／ヘアカラー／黒髪女性用／髪色もどし,4901301266378,リーゼプリティア泡カラー髪色もどしブラウン,2,2,1024,1296,272,20.99,400,花王
0,3382,0,,7,4,3,5,ヘアケア／ヘアカラー／黒髪女性用／髪色もどし,4901301266385,リーゼプリティア泡カラー髪色もどしブラック,1,1,512,648,136,20.99,400,花王
0,3383,0,,7,4,3,5,ヘアケア／ヘアカラー／黒髪女性用／髪色もどし,4987205310669,ＢＬホイップカラー髪色もどしＮブラック,2,2,900,1196,296,24.75,320,ホーユー
0,3384,0,,7,4,3,5,ヘアケア／ヘアカラー／黒髪女性用／髪色もどし,4987205311970,ビューティーントーンダウンカラースーパーブラック,5,5,1870,2490,620,24.9,320,ホーユー
0,3385,0,,7,4,4,1,ヘアケア／ヘアカラー／黒髪男性用／ブリーチ,4902806134322,ギャツビーＥＸハイブリーチ,1,1,462,668,206,30.84,340,マンダム
0,3386,0,,7,4,4,2,ヘアケア／ヘアカラー／黒髪男性用／ヘアカラー,4902806133288,ＧＢ　ブリーチカラー　クリアブラウン,2,2,868,1336,468,35.03,340,マンダム
0,3387,0,,7,4,4,2,ヘアケア／ヘアカラー／黒髪男性用／ヘアカラー,4902806179828,ＧＢＮブリーチカラークールロゼ,4,5,2170,3340,1170,35.03,340,マンダム
0,3388,0,,7,4,4,2,ヘアケア／ヘアカラー／黒髪男性用／ヘアカラー,4902806331172,ギャツビーナチュラルブリーチカラーＦアッシュ,1,1,434,668,234,35.03,340,マンダム
0,3389,0,,7,4,4,2,ヘアケア／ヘアカラー／黒髪男性用／ヘアカラー,4902806417418,ギャツビーナチュラルブリーチカラーシアーグレージュ,3,3,1302,2004,702,35.03,340,マンダム
0,3390,0,,7,4,4,5,ヘアケア／ヘアカラー／黒髪男性用／髪色もどし,4902806134568,ＧＢ　ターンカラーナチュラルブラック,1,1,405,668,263,39.37,340,マンダム
0,3391,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4901080764010,新アクアフレッシュやわらかミント１４０ｇ,4,4,540,712,172,24.16,920,グラクソ・スミスクラインＣＨＪ
0,3392,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4901080764119,新アクアフレッシュクリアミント１４０ｇ,7,7,945,1246,301,24.16,920,グラクソ・スミスクラインＣＨＪ
0,3393,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4901301024077,ガードハロースタンディング　１６５ｇ,3,5,425,490,65,13.27,400,花王
0,3394,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4901301261373,薬用ピュオーラ　ナノブライト　ＳＴ,1,1,352,478,126,26.36,400,花王
0,3395,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4901301289452,クリアクリーンエクストラクール　１３０ｇ,22,23,3795,3404,-391,-11.49,400,花王
0,3396,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4901301289469,クリアクリーンフレッシュシトラス　１３０ｇ,8,8,1320,1184,-136,-11.49,400,花王
0,3397,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4901301289544,クリアクリーンハミガキホワイトニングアップル,1,1,225,298,73,24.5,400,花王
0,3398,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4901301289551,クリアクリーンハミガキホワイトニングクールミント,2,2,450,596,146,24.5,400,花王
0,3399,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4901301289568,クリアクリーンナチュラルミント　１３０ｇ,18,18,2970,2664,-306,-11.49,400,花王
0,3400,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4901301293305,クリアクリーンナチュラルミントＳＴ増量,13,16,2640,2368,-272,-11.49,400,花王
0,3401,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4901301313478,薬用ピュオーラクリーンミントＳＴ,1,1,285,378,93,24.6,400,花王
0,3402,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4901301334091,クリアクリーンＮＥＸＤＥＮＴ　ピュアミント,9,10,2250,2580,330,12.79,400,花王
0,3403,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4901301334176,クリアクリーンＮＥＸＤＥＮＴ　フレッシュ,3,3,675,774,99,12.79,400,花王
0,3404,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4901301334183,クリアクリーンＮＥＸＤＥＮＴ　マイルドシトラス,1,1,225,258,33,12.79,400,花王
0,3405,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4901301360762,薬用ピュオーラ　クリーンミント増量ＳＴ　１３５ｇ,9,9,2565,3402,837,24.6,400,花王
0,3406,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4901301360779,薬用ピュオーラ　ストロングミント増量ＳＴ　１３５ｇ,6,6,1710,2268,558,24.6,400,花王
0,3407,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4901301360786,薬用ピュオーラ　マイルドハーブ増量ＳＴ　１３５ｇ,1,1,285,378,93,24.6,400,花王
0,3408,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4901301371317,ピュオーラ　クリーンミント大サイズ　１７０ｇ,5,6,2016,2748,732,26.64,400,花王
0,3409,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4901301371324,ピュオーラ　ストロングミント大サイズ　１７０ｇ,1,1,336,448,112,25,400,花王
0,3410,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4901301371331,ピュオーラ　マイルドハーブ大サイズ　１７０ｇ,4,4,1344,1812,468,25.83,400,花王
0,3411,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4901797024629,せっけんハミガキスタンドタイプ,1,1,269,378,109,28.84,9999,その他
0,3412,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4903301028468,エチケットライオン　　タテ型　１３０ｇ,2,2,380,496,116,23.39,370,ライオン
0,3413,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4903301186427,デンタークリアＭＡＸナチュラルミントＳＴ,1,1,122,148,26,17.57,370,ライオン
0,3414,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4903301186441,デンタークリアＭＡＸスペアミントＳＴ,1,1,122,148,26,17.57,370,ライオン
0,3415,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4903301186458,デンタークリアＭＡＸスーパークールＳＴ,4,6,732,888,156,17.57,370,ライオン
0,3416,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4903301205623,クリニカマイルドミントＳＴ１３０ｇ,19,21,2940,3318,378,11.39,370,ライオン
0,3417,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4903301205647,クリニカフレッシュミントＳＴ１３０ｇ,10,11,1540,1738,198,11.39,370,ライオン
0,3418,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4903301241454,クリニカＡＤソフトミントＳＴ１３０ｇ,1,1,205,268,63,23.51,370,ライオン
0,3419,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4903301260714,クリニカＡＤクールミントＳＴ増量,9,9,1845,2552,707,27.7,370,ライオン
0,3420,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4903301260721,クリニカＡＤシトラスミントＳＴ増量,5,5,1025,1420,395,27.82,370,ライオン
0,3421,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4903301260738,クリニカＡＤハミガキソフトミント増量,3,3,615,864,249,28.82,370,ライオン
0,3422,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4903301271802,クリニカＡＤソフトミント＋Ｙ字フロス付,2,2,410,576,166,28.82,370,ライオン
0,3423,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4903301282815,クリニカＡＤＮＳハミガキクリアシトラスミント増量,3,3,1164,1794,630,35.12,370,ライオン
0,3424,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4903301300496,ＮＯＮＩＯハミガキスパイシーミント１３０ｇ,4,4,788,1112,324,29.14,370,ライオン
0,3425,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4903301308904,ＮＯＮＩＯスパイシーミント＋ミニリンス付き,5,5,985,1390,405,29.14,370,ライオン
0,3426,0,,8,1,1,1,オーラルケア／歯磨／虫歯予防／虫歯予防,4987709100421,レノビーゴ　　３８ｍｌ,1,2,1510,2760,1250,45.29,9999,その他
0,3427,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4901080717818,薬用シュミテクト歯周病ケア,8,8,3584,4784,1200,25.08,920,グラクソ・スミスクラインＣＨＪ
0,3428,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4901080730718,カムテクトコンプリートケアＥＸメディカルＨお試し,2,2,610,996,386,38.76,920,グラクソ・スミスクラインＣＨＪ
0,3429,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4901080770011,カムテクト歯ぐきケアお試し品,3,3,915,1494,579,38.76,920,グラクソ・スミスクラインＣＨＪ
0,3430,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4901080770219,カムテクト口臭予防お試し品,1,1,305,498,193,38.76,920,グラクソ・スミスクラインＣＨＪ
0,3431,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4901080772718,カムテクト　コンプリートケアＥＸ　お試し品　９５ｇ,3,3,915,1494,579,38.76,920,グラクソ・スミスクラインＣＨＪ
0,3432,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4901301278524,ディープクリーン薬用ハミガキ６０ｇ,1,1,294,478,184,38.49,400,花王
0,3433,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4901301284068,ディープクリーン薬用ハミガキ１６０ｇ,1,1,682,1080,398,36.85,400,花王
0,3434,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4901301307828,薬用ピュオーラ　泡ハミガキ,2,2,1750,2500,750,30,400,花王
0,3435,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4901301323439,ディープクリーン撰濃密クリーム薬用ハミガキ,1,1,860,1280,420,32.81,400,花王
0,3436,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4901301367600,ピュオーラ　泡ハミガキ　マイルドタイプ　１９０ｍｌ,2,2,1750,2500,750,30,400,花王
0,3437,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4901301368058,ピュオーラ　ＧＲＡＮ　ホワイトニング　９５ｇ,1,1,476,698,222,31.81,400,花王
0,3438,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4901301368065,ピュオーラ　ＧＲＡＮ　　知覚過敏タイプ　９５ｇ,1,1,476,698,222,31.81,400,花王
0,3439,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4901616009226,薬用ハミガキ生薬当帰の力,2,2,952,1760,808,45.91,270,サンスター
0,3440,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4901616009684,ＧＵＭデンタルペースト１２０ｇ,13,17,4131,4216,85,2.02,270,サンスター
0,3441,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4901616009691,ＧＵＭデンタルペースト１５５ｇ,1,1,349,378,29,7.67,270,サンスター
0,3442,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4901616010208,ガムデンタルペーストＳＴ爽快タイプ,4,4,972,992,20,2.02,270,サンスター
0,3443,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4901616010772,ＧＵＭ歯周プロケアペースト５０Ｇ,1,1,250,398,148,37.19,270,サンスター
0,3444,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4901616011717,ＧＵＭ　ウェルプラス　デンタルペースト　ハーブＭ,2,2,630,896,266,29.69,270,サンスター
0,3445,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4901616011724,ＧＵＭ　ウェルプラス　デンタルペースト　Ｒｆクール,7,5,1575,2240,665,29.69,270,サンスター
0,3446,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4901616964150,ＧＵＭ歯周プロケアペーストうるおい＋２０ｇミニ付き,1,1,400,698,298,42.69,270,サンスター
0,3447,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4901616964693,ＧＵＭ歯周プロケアペースト増量,2,2,800,1396,596,42.69,270,サンスター
0,3448,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4903301249016,デントヘルス薬用ハミガキ無研磨ゲル　２８ｇ,2,2,554,936,382,40.81,370,ライオン
0,3449,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4903301249047,デントヘルス薬用ハミガキしみるブロック　２８ｇ,1,1,277,468,191,40.81,370,ライオン
0,3450,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4903301249061,デントヘルス薬用ハミガキしみるブロック　８５ｇ,1,1,821,1380,559,40.51,370,ライオン
0,3451,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4903301268871,システマＥＸハミガキメディカルクール１３０ｇ,5,5,1325,1740,415,23.85,370,ライオン
0,3452,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4903301268925,システマＥＸハミガキエクストラハーブ　１３０ｇ,1,1,265,348,83,23.85,370,ライオン
0,3453,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4903301268963,システマＥＸハミガキメディカルクール増量,6,6,1590,2088,498,23.85,370,ライオン
0,3454,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4903301268970,システマＥＸハミガキエクストラハーブ増量,5,5,1325,1720,395,22.97,370,ライオン
0,3455,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4903301276012,デントヘルス薬用ハミガキ口臭ブロック１１５ｇ,1,1,1029,1780,751,42.19,370,ライオン
0,3456,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4903301277057,システマハグキプラスハミガキ増量,7,8,2776,4624,1848,39.97,370,ライオン
0,3457,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4903301277064,システマハグキプラスＳハミガキ増量,1,1,347,578,231,39.97,370,ライオン
0,3458,0,,8,1,2,1,オーラルケア／歯磨／歯周病予防／一般,4903301277071,システマハグキプラスＷハミガキ増量,6,6,2082,3468,1386,39.97,370,ライオン
