G,NO,店舗,店舗名,部門,品種,品目,セグメント,分類名,ＪＡＮ,品名,客数,点数,原価,売上,粗利,粗利率%,ﾒｰｶｺｰﾄﾞ,メーカ名
1,1,0,,0,0,0,0,,,◆合計,73549,90350,17097471,21955429,4857958,22.13,0,
0,2,0,,1,1,1,1,医薬品／ドリンク／医薬部外品／１本売り,4954097858159,ビタセットα　１００ｍｌ,6,6,167,588,421,71.6,505,廣貫堂
0,3,0,,1,1,1,1,医薬品／ドリンク／医薬部外品／１本売り,4987067239900,キューピーコーワαドリンク　１００ｍＬ,6,9,720,1332,612,45.95,1090,興和
0,4,0,,1,1,1,1,医薬品／ドリンク／医薬部外品／１本売り,4987067255405,キューピーコーワｉドリンク　１００ｍＬ,13,14,1120,2072,952,45.95,1090,興和
0,5,0,,1,1,1,1,医薬品／ドリンク／医薬部外品／１本売り,4987067284306,キューピーコーワαＺＥＲＯドリンク　１００ｍＬ,2,2,160,296,136,45.95,1090,興和
0,6,0,,1,1,1,1,医薬品／ドリンク／医薬部外品／１本売り,4987117438710,チオビタドリンク　１本,6,6,348,888,540,60.81,950,大鵬薬品工業
0,7,0,,1,1,1,1,医薬品／ドリンク／医薬部外品／１本売り,4987123141611,アリナミン７１００ｍｌ,1,1,96,74,-22,-29.73,1140,アリナミン製薬
0,8,0,,1,1,1,1,医薬品／ドリンク／医薬部外品／１本売り,4987123700955,アリナミンゼロ７　１００ｍｌ,2,2,200,296,96,32.43,1140,アリナミン製薬
0,9,0,,1,1,1,1,医薬品／ドリンク／医薬部外品／１本売り,4987300507902,エスカップ　１００ｍｌ,6,6,390,592,202,34.12,790,エスエス製薬
0,10,0,,1,1,1,1,医薬品／ドリンク／医薬部外品／１本売り,4987300520604,エスカップＮＥＸＴ　１００ｍｌ,1,1,65,74,9,12.16,790,エスエス製薬
0,11,0,,1,1,1,1,医薬品／ドリンク／医薬部外品／１本売り,4987306003477,リポビタンＤ１００ｍｌ,15,21,1995,3108,1113,35.81,770,大正製薬
0,12,0,,1,1,1,1,医薬品／ドリンク／医薬部外品／１本売り,4987306008106,リポビタンＤスーパー　１００ｍｌ　,2,3,450,744,294,39.52,770,大正製薬
0,13,0,,1,1,1,1,医薬品／ドリンク／医薬部外品／１本売り,4987306021839,リポビタンＤハイパー　１００ｍＬ,1,1,210,358,148,41.34,770,大正製薬
0,14,0,,1,1,1,1,医薬品／ドリンク／医薬部外品／１本売り,4987910710471,アリナミンメディカルバランス　１００ｍｌ,5,8,1168,1584,416,26.26,1140,アリナミン製薬
0,15,0,,1,1,1,2,医薬品／ドリンク／医薬部外品／複数パック,4987067240500,キューピーコーワαドリンク１００ｍＬ×３本,2,2,480,876,396,45.21,1090,興和
0,16,0,,1,1,1,2,医薬品／ドリンク／医薬部外品／複数パック,4987067255504,キューピーコーワｉドリンク　１００ｍＬ×３本,2,2,480,876,396,45.21,1090,興和
0,17,0,,1,1,1,2,医薬品／ドリンク／医薬部外品／複数パック,4987067285709,キューピーコーワαＺＥＲＯドリンク　１００ｍＬ×３,1,1,240,438,198,45.21,1090,興和
0,18,0,,1,1,1,2,医薬品／ドリンク／医薬部外品／複数パック,4987117438956,チオビタドリンク　２本パック,6,6,660,1188,528,44.44,950,大鵬薬品工業
0,19,0,,1,1,1,2,医薬品／ドリンク／医薬部外品／複数パック,4987123138581,アリナミンＶドリンク　３本パック,1,1,496,748,252,33.69,1140,アリナミン製薬
0,20,0,,1,1,1,2,医薬品／ドリンク／医薬部外品／複数パック,4987123144292,アリナミンＶ＆Ｖ　ＮＥＷ　　　５０ｍｌＸ２,2,2,878,1596,718,44.99,1140,アリナミン製薬
0,21,0,,1,1,1,2,医薬品／ドリンク／医薬部外品／複数パック,4987123701754,アリナミンＲオフ　５０ｍｌ×３本,4,5,1950,1495,-455,-30.43,1140,アリナミン製薬
0,22,0,,1,1,1,2,医薬品／ドリンク／医薬部外品／複数パック,4987306007352,リポビタンＤ　１００ｍｌ×３本,3,3,855,1314,459,34.93,770,大正製薬
0,23,0,,1,1,1,2,医薬品／ドリンク／医薬部外品／複数パック,4987306021433,リポビタンＺＥＲＯ　１００ｍＬ×３本,2,2,570,876,306,34.93,770,大正製薬
0,24,0,,1,1,1,3,医薬品／ドリンク／医薬部外品／１０本,2011010620094,リポビタンＤ１００ｍｌ×１０本×２個,2,2,3800,3792,-8,-0.21,770,大正製薬
0,25,0,,1,1,1,3,医薬品／ドリンク／医薬部外品／１０本,4987067243907,キューピーコーワαドリンク　１００ｍＬ×１０本,6,6,4800,5880,1080,18.37,1090,興和
0,26,0,,1,1,1,3,医薬品／ドリンク／医薬部外品／１０本,4987067255603,キューピーコーワｉドリンク　１００ｍＬ×１０本,2,2,1600,1960,360,18.37,1090,興和
0,27,0,,1,1,1,3,医薬品／ドリンク／医薬部外品／１０本,4987117438741,チオビタ１０本,16,21,11550,12138,588,4.84,950,大鵬薬品工業
0,28,0,,1,1,1,3,医薬品／ドリンク／医薬部外品／１０本,4987123700962,アリナミンゼロ７　１００ｍｌ×１０本,1,1,1000,1198,198,16.53,1140,アリナミン製薬
0,29,0,,1,1,1,3,医薬品／ドリンク／医薬部外品／１０本,4987300507919,エスカップ１０本,5,5,3250,3340,90,2.69,790,エスエス製薬
0,30,0,,1,1,1,3,医薬品／ドリンク／医薬部外品／１０本,4987306003491,リポビタンＤ１００ｍｌ×１０本,21,21,19950,19608,-342,-1.74,770,大正製薬
0,31,0,,1,1,1,3,医薬品／ドリンク／医薬部外品／１０本,4987306021419,リポビタンＺＥＲＯ　１００ｍＬ×１０本,1,1,950,1380,430,31.16,770,大正製薬
0,32,0,,1,1,1,3,医薬品／ドリンク／医薬部外品／１０本,4987347203744,ビタラガα１５００　１００ｍｌ×１０,1,1,310,199,-111,-55.78,425,金陽製薬
0,33,0,,1,1,1,4,医薬品／ドリンク／医薬部外品／ケース,4987067244607,キューピーコーワαドリンク　１００ｍＬ×５０本,1,5,20000,24900,4900,19.68,1090,興和
0,34,0,,1,1,1,4,医薬品／ドリンク／医薬部外品／ケース,4987306003507,リポビタンＤ１００ｍｌケ－ス５０本入り,3,4,19000,18530,-470,-2.54,770,大正製薬
0,35,0,,1,1,2,1,医薬品／ドリンク／ドリンク（１００ｍｌ）／１本売り,4954097858159,ビタセットα　１００ｍｌ,3,4,111,392,281,71.68,505,廣貫堂
0,36,0,,1,1,2,1,医薬品／ドリンク／ドリンク（１００ｍｌ）／１本売り,4954097859521,マージョンＤＸ４０００α　１００ｍｌ,8,8,264,1104,840,76.09,505,廣貫堂
0,37,0,,1,1,2,1,医薬品／ドリンク／ドリンク（１００ｍｌ）／１本売り,4954097859576,マージョンＤＸ４０００αゼロ　１００ｍｌ,8,8,282,1104,822,74.46,505,廣貫堂
0,38,0,,1,1,2,1,医薬品／ドリンク／ドリンク（１００ｍｌ）／１本売り,4987306006652,リポビタンＤ　ＰＲＯ　１００ｍｌ,1,1,83,158,75,47.47,770,大正製薬
0,39,0,,1,1,2,2,医薬品／ドリンク／ドリンク（１００ｍｌ）／複数パック,4954097859552,マージョンＤＸ４０００α　１００ｍｌ×３本,11,11,1089,4378,3289,75.13,505,廣貫堂
0,40,0,,1,1,2,2,医薬品／ドリンク／ドリンク（１００ｍｌ）／複数パック,4954097859569,マージョンＤＸ４０００α　１００ｍｌ×２５本,2,2,1650,4760,3110,65.34,505,廣貫堂
0,41,0,,1,1,2,2,医薬品／ドリンク／ドリンク（１００ｍｌ）／複数パック,4954097859606,マージョンＤＸ４０００αゼロ　１００ｍｌ×３本,31,31,3282,12338,9056,73.4,505,廣貫堂
0,42,0,,1,1,2,2,医薬品／ドリンク／ドリンク（１００ｍｌ）／複数パック,4954097859613,マージョンＤＸ４０００αゼロ　１００ｍｌ×２５本,3,3,2647,7140,4493,62.93,505,廣貫堂
0,43,0,,1,1,2,2,医薬品／ドリンク／ドリンク（１００ｍｌ）／複数パック,4987117439939,チオビタドリンクアイビタスゼロ　１００ｍｌｘ３,1,1,216,398,182,45.73,950,大鵬薬品工業
0,44,0,,1,1,2,3,医薬品／ドリンク／ドリンク（１００ｍｌ）／１０本,4954097859538,マージョンＤＸ４０００α　１００ｍｌ×１０本,17,17,5610,16660,11050,66.33,505,廣貫堂
0,45,0,,1,1,2,3,医薬品／ドリンク／ドリンク（１００ｍｌ）／１０本,4954097859583,マージョンＤＸ４０００αゼロ　１００ｍｌ×１０本,20,20,6830,19600,12770,65.15,505,廣貫堂
0,46,0,,1,1,2,3,医薬品／ドリンク／ドリンク（１００ｍｌ）／１０本,4987103036180,ローヤルゼロントＢ１００ｍｌ×１０本,1,2,1800,2180,380,17.43,870,ゼリア新薬工業
0,47,0,,1,1,2,4,医薬品／ドリンク／ドリンク（１００ｍｌ）／ケース,4954097859545,マージョンＤＸ４０００α　１００ｍｌ×５０本,1,1,1650,4280,2630,61.45,505,廣貫堂
0,48,0,,1,1,2,4,医薬品／ドリンク／ドリンク（１００ｍｌ）／ケース,4954097859590,マージョンＤＸ４０００αゼロ　１００ｍｌ×５０本,1,1,1775,4280,2505,58.53,505,廣貫堂
0,49,0,,1,1,3,1,医薬品／ドリンク／ミニドリンク（５０ｍｌ）／１本売り,4987028120612,チョコラＢＢ　Ｆｅチャージ　５０ｍｌ,4,4,592,872,280,32.11,1190,エーザイ
0,50,0,,1,1,3,1,医薬品／ドリンク／ミニドリンク（５０ｍｌ）／１本売り,4987067271603,キューピーコーワゴールドドリンク　５０ｍＬ,3,4,616,1192,576,48.32,1090,興和
0,51,0,,1,1,3,1,医薬品／ドリンク／ミニドリンク（５０ｍｌ）／１本売り,4987103048442,ヘパリーゼドリンクⅡ　　５０ｍｌ,1,1,97,398,301,75.63,870,ゼリア新薬工業
0,52,0,,1,1,3,1,医薬品／ドリンク／ミニドリンク（５０ｍｌ）／１本売り,4987103049975,ヘパリーゼＨＩプラス　５０ｍｌ,1,2,350,1000,650,65,870,ゼリア新薬工業
0,53,0,,1,1,3,1,医薬品／ドリンク／ミニドリンク（５０ｍｌ）／１本売り,4987123138574,アリナミンＶドリンク　５０ｍｌ,1,1,155,298,143,47.99,1140,アリナミン製薬
0,54,0,,1,1,3,1,医薬品／ドリンク／ミニドリンク（５０ｍｌ）／１本売り,4987123701723,アリナミンＲオフ　５０ｍｌ,2,2,260,228,-32,-14.04,1140,アリナミン製薬
0,55,0,,1,1,3,1,医薬品／ドリンク／ミニドリンク（５０ｍｌ）／１本売り,4987123703512,アリナミンＶゼロ　５０ｍｌ,1,2,360,596,236,39.6,1140,アリナミン製薬
0,56,0,,1,1,3,2,医薬品／ドリンク／ミニドリンク（５０ｍｌ）／複数パック,4987067272501,キューピーコーワゴールドドリンク　５０ｍＬ×３本,1,1,462,798,336,42.11,1090,興和
0,57,0,,1,1,3,2,医薬品／ドリンク／ミニドリンク（５０ｍｌ）／複数パック,4987103048459,ヘパリーゼドリンクⅡ　５０ｍｌ×３本,1,1,290,798,508,63.66,870,ゼリア新薬工業
0,58,0,,1,1,3,2,医薬品／ドリンク／ミニドリンク（５０ｍｌ）／複数パック,4987103050018,ヘパリーゼＨＩプラス　５０ｍｌ×３本,2,2,1050,2360,1310,55.51,870,ゼリア新薬工業
0,59,0,,1,1,3,2,医薬品／ドリンク／ミニドリンク（５０ｍｌ）／複数パック,4987117437218,チオビタゴールド　３本パック,2,2,528,996,468,46.99,950,大鵬薬品工業
0,60,0,,1,1,3,2,医薬品／ドリンク／ミニドリンク（５０ｍｌ）／複数パック,4987123703543,アリナミンＶゼロ　３本,1,1,540,798,258,32.33,1140,アリナミン製薬
0,61,0,,1,1,3,2,医薬品／ドリンク／ミニドリンク（５０ｍｌ）／複数パック,4987306065796,リポビタンゴールドエース　５０ｍＬ×３本,2,3,1215,2394,1179,49.25,770,大正製薬
0,62,0,,1,1,3,3,医薬品／ドリンク／ミニドリンク（５０ｍｌ）／１０本,4987067272600,キューピーコーワゴールドドリンク　５０ｍＬ×１０本,1,1,1540,1980,440,22.22,1090,興和
0,63,0,,1,1,3,3,医薬品／ドリンク／ミニドリンク（５０ｍｌ）／１０本,4987103048466,ヘパリーゼドリンクⅡ　５０ｍｌ×１０,1,1,970,2380,1410,59.24,870,ゼリア新薬工業
0,64,0,,1,1,3,3,医薬品／ドリンク／ミニドリンク（５０ｍｌ）／１０本,4987117437355,チオビタゴールド１０＋３本,2,2,1760,2760,1000,36.23,950,大鵬薬品工業
0,65,0,,1,1,3,3,医薬品／ドリンク／ミニドリンク（５０ｍｌ）／１０本,4987123138604,アリナミンＶドリンク５０ｍｌ×１０本,2,3,4965,5340,375,7.02,1140,アリナミン製薬
0,66,0,,1,1,3,3,医薬品／ドリンク／ミニドリンク（５０ｍｌ）／１０本,4987123703581,アリナミンＶゼロ　１０本,1,2,3600,4560,960,21.05,1140,アリナミン製薬
0,67,0,,1,1,3,3,医薬品／ドリンク／ミニドリンク（５０ｍｌ）／１０本,4987306007994,リポビタンゴールドＸ　１０本,1,1,1250,1480,230,15.54,770,大正製薬
0,68,0,,1,1,3,3,医薬品／ドリンク／ミニドリンク（５０ｍｌ）／１０本,4987316030425,スパークユンケル５０ｍｌ×１０本,1,1,900,1280,380,29.69,750,佐藤製薬
0,69,0,,1,1,3,3,医薬品／ドリンク／ミニドリンク（５０ｍｌ）／１０本,4987316032061,スパークユンケルＤＣＦ　５０ｍｌｘ１０,2,3,3000,5040,2040,40.48,750,佐藤製薬
0,70,0,,1,1,4,1,医薬品／ドリンク／箱入りドリンク／１本売り,4975979201405,ハイクタン内服液３０ｍｌ,5,5,390,720,330,45.83,940,日新薬品工業
0,71,0,,1,1,4,1,医薬品／ドリンク／箱入りドリンク／１本売り,4987306030725,ゼナキング活精　５０ｍＬ,1,1,1100,1880,780,41.49,770,大正製薬
0,72,0,,1,1,4,1,医薬品／ドリンク／箱入りドリンク／１本売り,4987306030756,ゼナＦ０攻力液　５０ｍＬ,1,1,275,500,225,45,770,大正製薬
0,73,0,,1,1,4,1,医薬品／ドリンク／箱入りドリンク／１本売り,4987316029832,ユンケルスーパー黄帝液Ⅱα３０ｍｌ,1,1,450,880,430,48.86,750,佐藤製薬
0,74,0,,1,1,4,1,医薬品／ドリンク／箱入りドリンク／１本売り,4987316030029,ユンケル黄帝ゴールド　３０ｍｌ,3,3,1398,2940,1542,52.45,750,佐藤製薬
0,75,0,,1,1,4,1,医薬品／ドリンク／箱入りドリンク／１本売り,4987347204727,キョーピン精Ｄ内服液　　３０ｍｌ,3,6,684,1194,510,42.71,425,金陽製薬
0,76,0,,1,1,4,2,医薬品／ドリンク／箱入りドリンク／複数パック,4975979201412,ハイクタン内服液３０ｍｌ×３Ｐ,1,1,235,424,189,44.58,940,日新薬品工業
0,77,0,,1,1,4,2,医薬品／ドリンク／箱入りドリンク／複数パック,4987045181832,セパホルンＺ３Ｐ,1,1,300,880,580,65.91,760,クラシエ薬品
0,78,0,,1,1,4,2,医薬品／ドリンク／箱入りドリンク／複数パック,4987306030671,ゼナＦ－Ⅱ活力液　５０ｍＬ×３本,1,1,1374,1980,606,30.61,770,大正製薬
0,79,0,,1,1,4,2,医薬品／ドリンク／箱入りドリンク／複数パック,4987306030787,ゼナＦ０攻力液　５０ｍＬ×３本,1,1,825,1480,655,44.26,770,大正製薬
0,80,0,,1,1,4,2,医薬品／ドリンク／箱入りドリンク／複数パック,4987316030272,ユンケル黄帝液３本,17,19,21318,20412,-906,-4.44,750,佐藤製薬
0,81,0,,1,1,4,2,医薬品／ドリンク／箱入りドリンク／複数パック,4987316030388,ユンケル黄帝ロイヤル５０ｍｌｘ２,1,1,1553,2080,527,25.34,750,佐藤製薬
0,82,0,,1,1,6,1,医薬品／ドリンク／女性用／１本売り,4987028115427,チョコラＢＢローヤル２　５０ｍｌ,1,1,188,288,100,34.72,1190,エーザイ
0,83,0,,1,1,6,1,医薬品／ドリンク／女性用／１本売り,4987028123132,チョコラＢＢドリンク　Ⅱ　　５０ｍｌ,1,1,179,298,119,39.93,1190,エーザイ
0,84,0,,1,1,6,1,医薬品／ドリンク／女性用／１本売り,4987028123903,チョコラＢＢライト２　１００ｍｌ,5,6,594,888,294,33.11,1190,エーザイ
0,85,0,,1,1,6,1,医薬品／ドリンク／女性用／１本売り,4987028124054,チョコラＢＢドリンク　ピット　５０ｍｌ,1,1,125,198,73,36.87,1190,エーザイ
0,86,0,,1,1,6,1,医薬品／ドリンク／女性用／１本売り,4987028126430,チョコラＢＢリッチセラミド　５０ｍｌ,2,2,450,596,146,24.5,1190,エーザイ
0,87,0,,1,1,6,1,医薬品／ドリンク／女性用／１本売り,4987123703420,ハイシーローヤル　５０ｍｌ×３本,1,1,351,299,-52,-17.39,1140,アリナミン製薬
0,88,0,,1,1,6,1,医薬品／ドリンク／女性用／１本売り,4987306002142,リポビタンファイン　１００ｍｌ,1,2,190,296,106,35.81,770,大正製薬
0,89,0,,1,1,6,1,医薬品／ドリンク／女性用／１本売り,4987306003194,アルフェミニ　５０ｍｌ,4,5,570,990,420,42.42,770,大正製薬
0,90,0,,1,1,6,1,医薬品／ドリンク／女性用／１本売り,4987306033757,リポビタンフィール　１００ｍｌ,3,3,285,444,159,35.81,770,大正製薬
0,91,0,,1,1,6,2,医薬品／ドリンク／女性用／複数パック,4987028115434,チョコラＢＢローヤル２　５０ｍｌＸ３本,2,2,1128,1516,388,25.59,1190,エーザイ
0,92,0,,1,1,6,2,医薬品／ドリンク／女性用／複数パック,4987028124061,チョコラＢＢドリンクビット　５０ｍｌＸ３本,1,5,1875,2990,1115,37.29,1190,エーザイ
0,93,0,,1,1,6,2,医薬品／ドリンク／女性用／複数パック,4987028125631,チョコラＢＢハイパー　５０ｍｌ×３本,3,19,14706,22420,7714,34.41,1190,エーザイ
0,94,0,,1,1,6,2,医薬品／ドリンク／女性用／複数パック,4987028126461,チョコラＢＢリッチセラミド　５０ｍｌ×３本,1,1,675,880,205,23.3,1190,エーザイ
0,95,0,,1,1,6,2,医薬品／ドリンク／女性用／複数パック,4987123148900,アリナミンＲ　８０ｍｌＸ３,1,1,563,440,-123,-27.95,1140,アリナミン製薬
0,96,0,,1,1,6,2,医薬品／ドリンク／女性用／複数パック,4987306002180,リポビタンファイン　３本パック,3,3,855,1314,459,34.93,770,大正製薬
0,97,0,,1,1,6,2,医薬品／ドリンク／女性用／複数パック,4987306002609,アルフェＦｅＵＰ　５０ｍｌ×３本,1,1,471,429,-42,-9.79,770,大正製薬
0,98,0,,1,1,6,2,医薬品／ドリンク／女性用／複数パック,4987306033788,リポビタンフィール１００ｍＬ×３本,2,2,570,876,306,34.93,770,大正製薬
0,99,0,,1,1,6,2,医薬品／ドリンク／女性用／複数パック,4987316029948,ユンケル黄帝Ｌ４０ＤＣＦ　４０ｍｌ×３,1,1,1221,1980,759,38.33,750,佐藤製薬
0,100,0,,1,1,6,3,医薬品／ドリンク／女性用／１０本,4987028123927,チョコラＢＢライト２　１００ｍｌｘ１０,1,2,1998,2560,562,21.95,1190,エーザイ
0,101,0,,1,1,6,3,医薬品／ドリンク／女性用／１０本,4987316030890,ユンケル黄帝Ｌ　３０ｍｌ×１０,2,2,6980,3980,-3000,-75.38,750,佐藤製薬
0,102,0,,1,1,7,1,医薬品／ドリンク／子供用／１本売り,4987306002661,リポビタンＤキッズ　５０ｍｌ,1,3,285,444,159,35.81,770,大正製薬
0,103,0,,1,1,7,1,医薬品／ドリンク／子供用／１本売り,4987306070448,リポビタンＪｒ５０ｍｌ,1,1,110,198,88,44.44,770,大正製薬
0,104,0,,1,1,7,2,医薬品／ドリンク／子供用／複数パック,4987306002692,リポビタンＤキッズ　５０ｍｌ×３本,2,2,570,876,306,34.93,770,大正製薬
0,105,0,,1,2,1,1,医薬品／ビタミン／肌荒れ・美白／Ｌシステイン製剤,4954391105614,ハイティナＣプラス１８０錠,2,2,996,3360,2364,70.36,6420,米田薬品工業
0,106,0,,1,2,1,1,医薬品／ビタミン／肌荒れ・美白／Ｌシステイン製剤,4987107619785,トランシーノホワイトＣクリア　６０錠,2,2,1784,3160,1376,43.54,1240,第一三共ヘルスケア
0,107,0,,1,2,1,1,医薬品／ビタミン／肌荒れ・美白／Ｌシステイン製剤,4987107619792,トランシーノホワイトＣクリア　１２０錠,2,2,2846,4960,2114,42.62,1240,第一三共ヘルスケア
0,108,0,,1,2,1,1,医薬品／ビタミン／肌荒れ・美白／Ｌシステイン製剤,4987300067000,ハイチオールＣプラス２　６０錠,1,1,600,980,380,38.78,790,エスエス製薬
0,109,0,,1,2,1,2,医薬品／ビタミン／肌荒れ・美白／ビタミンＣ,4954391103566,ピュアナＣ錠２０００　３００錠,1,1,515,1380,865,62.68,6420,米田薬品工業
0,110,0,,1,2,1,3,医薬品／ビタミン／肌荒れ・美白／ビタミンＢ２,4987028123378,チョコラＢＢプラス　６０錠,2,2,1650,2560,910,35.55,1190,エーザイ
0,111,0,,1,2,1,3,医薬品／ビタミン／肌荒れ・美白／ビタミンＢ２,4987028123385,チョコラＢＢプラス　１２０錠,1,1,1535,1880,345,18.35,1190,エーザイ
0,112,0,,1,2,1,3,医薬品／ビタミン／肌荒れ・美白／ビタミンＢ２,4987028123392,チョコラＢＢプラス　１８０錠,1,1,2180,2730,550,20.15,1190,エーザイ
0,113,0,,1,2,1,3,医薬品／ビタミン／肌荒れ・美白／ビタミンＢ２,4987028123491,チョコラＢＢプラス　１２０錠＋３０錠,1,1,1535,1880,345,18.35,1190,エーザイ
0,114,0,,1,2,1,3,医薬品／ビタミン／肌荒れ・美白／ビタミンＢ２,4987774255477,新エバユースＢ２６　６０錠,1,1,465,980,515,52.55,1240,第一三共ヘルスケア
0,115,0,,1,2,1,5,医薬品／ビタミン／肌荒れ・美白／その他,4979654027465,ヨクイニン錠　２５２錠,1,1,512,980,468,47.76,111,山本漢方製薬
0,116,0,,1,2,2,1,医薬品／ビタミン／疲労回復／Ｂ１，６，１２＋Ｅ,4987067210404,（＃）キューピーコーワｉプラス２７錠,3,3,1980,3240,1260,38.89,1090,興和
0,117,0,,1,2,2,1,医薬品／ビタミン／疲労回復／Ｂ１，６，１２＋Ｅ,4987067210503,（＃）キューピーコーワｉプラス８０錠,1,1,1320,2380,1060,44.54,1090,興和
0,118,0,,1,2,2,1,医薬品／ビタミン／疲労回復／Ｂ１，６，１２＋Ｅ,4987123145374,アリナミンＡ　６０錠,3,3,2910,4140,1230,29.71,1140,アリナミン製薬
0,119,0,,1,2,2,1,医薬品／ビタミン／疲労回復／Ｂ１，６，１２＋Ｅ,4987123145404,アリナミンＥＸ　プラス　　６０錠,2,2,2936,3960,1024,25.86,1140,アリナミン製薬
0,120,0,,1,2,2,1,医薬品／ビタミン／疲労回復／Ｂ１，６，１２＋Ｅ,4987123145411,アリナミンＥＸ　プラス　１８０錠,1,1,4027,4980,953,19.14,1140,アリナミン製薬
0,121,0,,1,2,2,1,医薬品／ビタミン／疲労回復／Ｂ１，６，１２＋Ｅ,4987123145428,アリナミンＥＸ　プラス　２７０錠,1,1,5374,5980,606,10.13,1140,アリナミン製薬
0,122,0,,1,2,2,1,医薬品／ビタミン／疲労回復／Ｂ１，６，１２＋Ｅ,4987336768797,マージョンアクトＥＸ　１４０錠,4,4,2320,7920,5600,70.71,600,小林薬品工業
0,123,0,,1,2,2,1,医薬品／ビタミン／疲労回復／Ｂ１，６，１２＋Ｅ,4987336768810,マージョンアクトＥＸ　２７０錠,2,2,1850,5960,4110,68.96,600,小林薬品工業
0,124,0,,1,2,2,3,医薬品／ビタミン／疲労回復／肝臓,4987103049098,ヘパリーゼプラスⅡ　６錠,3,3,675,900,225,25,870,ゼリア新薬工業
0,125,0,,1,2,2,3,医薬品／ビタミン／疲労回復／肝臓,4987103049272,ヘパリーゼＥＸ２０錠,1,1,467,948,481,50.74,870,ゼリア新薬工業
0,126,0,,1,2,2,5,医薬品／ビタミン／疲労回復／その他,4954391105584,クイーンバランスゴールド　１８０錠,3,3,2208,4140,1932,46.67,6420,米田薬品工業
0,127,0,,1,2,2,5,医薬品／ビタミン／疲労回復／その他,4987067238309,ＱＰゴールドＡ１８０錠,5,5,8750,7350,-1400,-19.05,1090,興和
0,128,0,,1,2,2,5,医薬品／ビタミン／疲労回復／その他,4987067810208,キューピーコーワゴールドα－プラス　３０錠,5,5,3025,4740,1715,36.18,1090,興和
0,129,0,,1,2,2,5,医薬品／ビタミン／疲労回復／その他,4987067810307,キューピーコーワゴールドα－プラス　９０錠,5,5,6600,11400,4800,42.11,1090,興和
0,130,0,,1,2,2,5,医薬品／ビタミン／疲労回復／その他,4987072066911,ファイチ　６０錠,1,1,895,1480,585,39.53,731,小林製薬
0,131,0,,1,2,2,5,医薬品／ビタミン／疲労回復／その他,4987174727017,マスチゲン錠　６０錠,1,1,1423,2480,1057,42.62,9999,その他
0,132,0,,1,2,2,11,医薬品／ビタミン／疲労回復／高額品,4987067810406,キューピーコーワゴールドα－プラス　１６０錠,3,3,5775,9540,3765,39.47,1090,興和
0,133,0,,1,2,2,11,医薬品／ビタミン／疲労回復／高額品,4987103049111,ヘパリーゼプラスⅡ１８０錠,1,1,3375,4500,1125,25,870,ゼリア新薬工業
0,134,0,,1,2,2,11,医薬品／ビタミン／疲労回復／高額品,4987103049319,ヘパリーゼＥＸ２４０錠,1,1,3181,6380,3199,50.14,870,ゼリア新薬工業
0,135,0,,1,2,2,11,医薬品／ビタミン／疲労回復／高額品,4987123145381,アリナミンＡ　１８０錠,2,2,5454,7360,1906,25.9,1140,アリナミン製薬
0,136,0,,1,2,2,11,医薬品／ビタミン／疲労回復／高額品,4987910710020,アリナミンＥＸプラスα　１８０錠,1,1,5000,6980,1980,28.37,1140,アリナミン製薬
0,137,0,,1,2,3,2,医薬品／ビタミン／冷え性／薬用酒,4987236000065,薬用養命酒　１０００ｍｌ,7,7,12320,15960,3640,22.81,1030,養命酒製造
0,138,0,,1,2,3,2,医薬品／ビタミン／冷え性／薬用酒,4987236000072,薬用養命酒　７００ｍｌ,4,4,4960,6320,1360,21.52,1030,養命酒製造
0,139,0,,1,2,4,11,医薬品／ビタミン／骨と関節／高額品,4987103049326,コンドロイチンＺＳ錠１０８錠,2,2,4434,7390,2956,40,870,ゼリア新薬工業
0,140,0,,1,2,5,4,医薬品／ビタミン／生活習慣病／その他保健薬,4987037548360,奥田脳神経薬　７０錠,1,1,1229,2458,1229,50,13,奥田製薬
0,141,0,,1,2,5,4,医薬品／ビタミン／生活習慣病／その他保健薬,4987072045954,ダスモック　８包,1,1,870,1480,610,41.22,731,小林製薬
0,142,0,,1,2,5,4,医薬品／ビタミン／生活習慣病／その他保健薬,4987072055212,ビスラットアクリアＥＸ　７０錠,3,3,2748,4740,1992,42.03,731,小林製薬
0,143,0,,1,2,5,4,医薬品／ビタミン／生活習慣病／その他保健薬,4987241140428,ロートＶ５粒　３０粒,2,2,2160,3600,1440,40,1011,ロート製薬
0,144,0,,1,2,5,11,医薬品／ビタミン／生活習慣病／高額品,4987072055229,ビスラットアクリアＥＸ　２１０錠,2,2,4872,8400,3528,42,731,小林製薬
0,145,0,,1,2,6,1,医薬品／ビタミン／子供用／子供用,4987028123101,チヨコラ　ＢＢジユニア８０錠,1,1,899,1580,681,43.1,1190,エーザイ
0,146,0,,1,2,6,1,医薬品／ビタミン／子供用／子供用,4987049210255,新カワイ肝油ドロップＳ　３００錠,1,1,1430,2180,750,34.4,116,河合薬業
0,147,0,,1,3,1,1,医薬品／かぜ薬／総合感冒／総合感冒,49675320,（＃）ベンザブロックＬプラス錠　３０錠,2,2,2040,2960,920,31.08,1140,アリナミン製薬
0,148,0,,1,3,1,1,医薬品／かぜ薬／総合感冒／総合感冒,4954391105249,アデロンゴールド微粒Ａ　４６包,11,14,4690,13720,9030,65.82,6420,米田薬品工業
